dim0,dim1,tissue
-47.801823,15.645901,Lung
-48.233707,15.360662,Lung
-48.222958,14.940721,Lung
17.73187,-4.293878,Central Nervous System
17.571491,-3.3118768,Central Nervous System
18.39504,-3.816559,Central Nervous System
48.301647,-81.86051,Control_HEK293T
55.388165,-85.93708,Control_HEK293T
136.08847,22.981003,Control_HEK293T
131.73198,32.886044,Control_HEK293T
-31.663355,81.28134,Bladder
-31.66391,81.2836,Bladder
-31.652191,81.320366,Bladder
9.642498,-12.608004,Liver
9.618354,-12.618709,Liver
9.621981,-12.614081,Liver
12.146947,-10.619503,Ovary
12.153159,-10.614507,Ovary
12.143472,-10.619446,Ovary
-11.5263815,-32.421787,Skin
-11.519819,-32.413803,Skin
-11.532272,-32.418697,Skin
-33.493084,78.71672,Esophagus
-33.494545,78.72511,Esophagus
-33.497902,78.71093,Esophagus
-36.46216,75.56652,Ovary
-36.377567,75.44623,Ovary
-36.34702,75.93453,Ovary
70.06566,-74.63856,Lung
70.065506,-74.64106,Lung
70.05778,-74.64563,Lung
28.022625,-31.975212,Soft Tissue
28.022,-31.97664,Soft Tissue
28.026857,-31.969639,Soft Tissue
11.721364,-14.574735,Ovary
11.697257,-14.603287,Ovary
11.697508,-14.605599,Ovary
-34.054893,4.407029,Soft Tissue
-34.061394,4.4039316,Soft Tissue
-34.058704,4.4122705,Soft Tissue
59.723133,-86.34149,Control_HEK293T
56.927227,-80.82678,Control_HEK293T
151.67458,17.889147,Control_HEK293T
132.75696,20.870619,Control_HEK293T
-80.01041,54.839756,Head and Neck
-99.0858,40.913116,Thyroid
0.4086444,11.36042,Kidney
6.387692,-113.64463,Haematopoietic and Lymphoid
84.60145,-18.862825,Lung
-4.1220617,-88.087395,Haematopoietic and Lymphoid
-14.830494,-36.989555,Bone
-53.318005,11.291904,Bone
-29.957003,6.484338,Ovary
0.86373585,-102.65003,Haematopoietic and Lymphoid
72.919846,-26.107702,Lung
-4.986695,-119.04922,Haematopoietic and Lymphoid
5.5442924,9.918819,Kidney
-19.475534,-109.15333,Haematopoietic and Lymphoid
29.502329,-16.099611,Bladder
-13.220512,-43.230247,Endometrium
21.66621,-8.837736,Lung
-52.85795,72.505035,Stomach
-93.8181,44.814434,Ovary
-36.84292,83.835526,Lung
15.700039,-34.823612,Skin
-66.02452,81.23432,Esophagus
4.2088823,15.342145,Lung
-49.513493,7.867593,Central Nervous System
-38.143974,80.445656,Stomach
-89.82703,56.23486,Pancreas
-42.306282,9.304099,Liver
17.38653,43.57012,Breast
-0.65099025,-36.458885,Skin
-5.1836457,52.557858,Breast
143.33093,26.624538,Control_HEK293T
44.135616,-68.952446,Control_HEK293T
46.59118,-75.55204,Control_HEK293T
-79.74435,54.69444,Head and Neck
-98.42602,40.96675,Thyroid
0.6859047,11.064965,Kidney
6.50109,-113.54368,Haematopoietic and Lymphoid
84.07984,-19.494621,Lung
-3.803457,-88.459595,Haematopoietic and Lymphoid
-15.171268,-36.526886,Bone
-52.90257,11.183767,Bone
-30.606644,5.999347,Ovary
0.13611531,-102.25041,Haematopoietic and Lymphoid
72.87857,-26.903736,Lung
-5.1287823,-119.49569,Haematopoietic and Lymphoid
5.1573853,10.392128,Kidney
-19.715094,-108.7795,Haematopoietic and Lymphoid
29.096832,-16.724497,Bladder
-14.029424,-42.958973,Endometrium
20.961569,-9.430313,Lung
-53.384132,72.678185,Stomach
-93.99747,44.517868,Ovary
15.450302,-35.379494,Skin
-66.70839,80.77291,Esophagus
3.5231836,15.324642,Lung
-49.48965,7.0675592,Central Nervous System
-38.85234,80.03102,Stomach
-90.007706,56.062088,Pancreas
-42.7101,8.905721,Liver
17.316652,43.141914,Breast
-0.6512089,-37.282734,Skin
-4.684693,52.261436,Breast
158.24307,39.519005,Control_HEK293T
152.4206,35.152092,Control_HEK293T
41.26311,-71.17728,Control_HEK293T
47.768253,-70.87508,Control_HEK293T
-79.75118,54.671967,Head and Neck
0.663357,11.126653,Kidney
6.417639,-113.63493,Haematopoietic and Lymphoid
-53.171513,11.327921,Bone
-4.999239,-119.070366,Haematopoietic and Lymphoid
5.5720162,10.246886,Kidney
-19.683456,-109.03695,Haematopoietic and Lymphoid
-93.88657,44.79802,Ovary
-36.88124,83.83936,Lung
15.709688,-34.880146,Skin
-89.726234,56.32274,Pancreas
-42.546528,9.248209,Liver
17.424294,43.43194,Breast
-0.6595851,-36.524323,Skin
-5.161095,52.566303,Breast
131.16777,43.223747,Control_HEK293T
33.31322,-68.220726,Control_HEK293T
-79.18912,55.004032,Head and Neck
-79.74585,54.70089,Head and Neck
-98.30359,40.975544,Thyroid
1.2866604,11.356203,Kidney
0.66412807,11.130751,Kidney
6.7731686,-114.121544,Haematopoietic and Lymphoid
6.433942,-113.64324,Haematopoietic and Lymphoid
83.82569,-19.598936,Lung
-3.8418522,-88.47763,Haematopoietic and Lymphoid
-15.156241,-36.482594,Bone
-53.10101,11.772287,Bone
-53.169838,11.321557,Bone
-30.76596,5.9973197,Ovary
0.14593476,-102.293106,Haematopoietic and Lymphoid
72.82449,-27.11537,Lung
-4.6106443,-119.22913,Haematopoietic and Lymphoid
-4.997571,-119.07657,Haematopoietic and Lymphoid
5.8662953,10.928792,Kidney
5.6170764,10.262242,Kidney
-20.24812,-109.3632,Haematopoietic and Lymphoid
-19.683025,-109.03971,Haematopoietic and Lymphoid
28.954453,-16.75385,Bladder
-14.258564,-42.95303,Endometrium
20.595509,-9.253733,Lung
-53.431988,72.62171,Stomach
-94.22725,45.168484,Ovary
-93.85624,44.787407,Ovary
-36.53326,83.91281,Lung
-36.855606,83.83963,Lung
16.172594,-34.88498,Skin
15.674305,-34.808105,Skin
-66.738235,80.80882,Esophagus
3.4145463,15.142222,Lung
-49.33384,6.910208,Central Nervous System
-38.983795,80.05357,Stomach
-89.87823,56.241383,Pancreas
-42.674683,9.545395,Liver
-42.55273,9.2449,Liver
17.907253,43.33163,Breast
17.423628,43.427322,Breast
-0.58966386,-36.486343,Skin
-0.687154,-36.50572,Skin
-5.125201,52.865482,Breast
-5.1853714,52.535877,Breast
157.33234,25.047173,Control_HEK293T
123.86528,22.853123,Control_HEK293T
154.8274,40.246838,Control_HEK293T
54.307285,-81.9531,Control_HEK293T
41.85694,-74.83486,Control_HEK293T
-98.44282,40.962795,Thyroid
84.13721,-19.53736,Lung
-3.4566498,-88.44294,Haematopoietic and Lymphoid
-15.334593,-36.56493,Bone
-30.604486,5.993103,Ovary
72.90344,-26.88087,Lung
29.187643,-16.82358,Bladder
-14.034141,-42.95554,Endometrium
21.04226,-9.461589,Lung
-53.350544,72.720184,Stomach
-66.60631,80.49957,Esophagus
3.4566112,15.415999,Lung
-49.49079,7.0635343,Central Nervous System
-38.835304,79.938194,Stomach
148.28511,15.598644,Control_HEK293T
47.643913,-81.0194,Control_HEK293T
48.870964,-73.96335,Control_HEK293T
-79.76673,54.637142,Head and Neck
0.67066485,11.078935,Kidney
6.520189,-113.50761,Haematopoietic and Lymphoid
-53.180492,11.3186,Bone
-4.9660053,-119.122536,Haematopoietic and Lymphoid
5.463536,10.522814,Kidney
-19.704031,-108.99752,Haematopoietic and Lymphoid
-93.896385,44.78935,Ovary
-37.04933,84.16463,Lung
15.723099,-34.904453,Skin
-90.44983,56.54077,Pancreas
-42.55767,9.226969,Liver
17.41505,43.407322,Breast
-0.6756797,-36.57647,Skin
-5.1482286,52.56944,Breast
133.6977,25.274927,Control_HEK293T
64.40672,-71.07881,Control_HEK293T
-98.43264,40.966637,Thyroid
-98.43306,40.964302,Thyroid
84.088165,-19.481054,Lung
84.11793,-19.49814,Lung
-3.7967796,-88.435036,Haematopoietic and Lymphoid
-3.7383406,-88.43884,Haematopoietic and Lymphoid
-15.1668415,-36.52729,Bone
-15.14552,-36.365772,Bone
-30.609531,6.001328,Ovary
-30.60489,5.986745,Ovary
0.18880984,-102.25931,Haematopoietic and Lymphoid
0.41850868,-102.09095,Haematopoietic and Lymphoid
72.86856,-26.900547,Lung
72.90679,-26.876,Lung
29.1096,-16.71433,Bladder
29.143234,-16.729397,Bladder
-14.030612,-42.956085,Endometrium
-14.044625,-42.943237,Endometrium
20.983664,-9.452093,Lung
21.16053,-9.625579,Lung
-53.41374,72.68994,Stomach
-53.400898,73.03435,Stomach
-66.640884,80.781296,Esophagus
-66.64005,80.78015,Esophagus
3.5186765,15.326486,Lung
3.4478776,15.446489,Lung
-49.496387,7.0574527,Central Nervous System
-49.534187,7.003492,Central Nervous System
-38.83581,80.03846,Stomach
-38.859375,80.033485,Stomach
137.52101,26.446724,Control_HEK293T
160.69328,36.900116,Control_HEK293T
45.783928,-78.724884,Control_HEK293T
48.94346,-73.82553,Control_HEK293T
-44.232212,28.008013,Stomach
-71.646736,14.922466,Skin
-60.45108,-13.381555,Central Nervous System
-39.44618,21.224192,Kidney
-43.58544,81.09925,Pancreas
-22.545137,30.244154,Lung
-46.48775,10.049784,Lung
-38.662727,25.859219,Ovary
-68.403336,45.418594,Pancreas
-41.456608,86.143654,Pancreas
-59.565536,-8.438733,Lung
-94.07001,54.93401,Pancreas
145.08769,18.172794,Control_HEK293T
54.079704,-69.34071,Control_HEK293T
-44.302296,27.618809,Stomach
-42.28903,75.81026,Head and Neck
-71.84569,14.648121,Skin
-65.29646,47.803574,Head and Neck
-26.059563,28.587177,Pancreas
-56.187378,-11.837006,Peripheral Nervous System
-39.78901,21.119312,Kidney
-43.255592,81.33748,Pancreas
-38.240997,5.9753156,Skin
-61.0816,44.438694,Esophagus
-22.051165,30.304455,Lung
-79.91514,37.499348,Ovary
-46.714817,10.189719,Lung
-45.263084,22.415709,Pancreas
-46.708435,77.39479,Esophagus
-43.011917,17.681433,Lung
-44.549145,13.622456,Lung
56.49894,-54.366947,Bone
-38.731422,25.500101,Ovary
-68.3791,45.411167,Pancreas
-64.64021,44.723206,Stomach
-71.1318,42.278397,Breast
-41.078163,86.071724,Pancreas
-59.512825,-8.450498,Lung
-94.0456,54.99808,Pancreas
79.66099,-22.834707,Lung
142.97342,14.910076,Control_HEK293T
140.40236,24.34725,Control_HEK293T
35.259293,-69.74248,Control_HEK293T
-43.818333,27.403555,Stomach
-42.609463,75.614815,Head and Neck
-71.629616,14.256111,Skin
-65.443504,47.64253,Head and Neck
-26.189781,28.514977,Pancreas
-60.965385,-13.262482,Central Nervous System
-56.364532,-12.091287,Peripheral Nervous System
-39.80254,21.155273,Kidney
-43.33786,81.870056,Pancreas
-38.572586,5.751196,Skin
-61.092686,44.436665,Esophagus
-22.11378,29.759975,Lung
-79.988144,37.612087,Ovary
-46.869827,10.820924,Lung
-46.88835,77.44545,Esophagus
-42.86098,17.86093,Lung
-44.55208,13.668722,Lung
56.616993,-53.891495,Bone
-39.15309,25.406952,Ovary
-67.81086,45.42454,Pancreas
-64.872826,44.359177,Stomach
-71.48062,41.570312,Breast
-40.805584,86.56474,Pancreas
-60.179802,-8.827442,Lung
-93.86243,54.50265,Pancreas
79.30039,-23.190893,Lung
126.534676,25.39072,Control_HEK293T
140.64128,28.933575,Control_HEK293T
56.370617,-77.32203,Control_HEK293T
64.39134,-71.06146,Control_HEK293T
-44.264378,27.625866,Stomach
-42.618286,75.656784,Head and Neck
-71.86009,14.645632,Skin
-65.44675,47.647057,Head and Neck
-26.336218,28.652098,Pancreas
-56.191933,-11.834285,Peripheral Nervous System
-39.80361,21.178032,Kidney
-43.32985,81.37615,Pancreas
-38.635464,5.7690644,Skin
-61.181255,44.239452,Esophagus
-21.9299,30.259258,Lung
-46.722767,10.204709,Lung
-45.153828,22.453712,Pancreas
-46.892925,77.447624,Esophagus
-42.86126,17.865294,Lung
-44.540546,13.579373,Lung
56.590115,-53.787506,Bone
-38.748848,25.511084,Ovary
-68.437485,45.342106,Pancreas
-64.91098,44.336315,Stomach
-71.4641,41.607864,Breast
-41.068798,86.06945,Pancreas
-59.27645,-8.405657,Lung
-93.97176,55.11204,Pancreas
79.058914,-23.244469,Lung
135.79892,32.819458,Control_HEK293T
137.6025,39.679935,Control_HEK293T
54.74056,-85.515335,Control_HEK293T
54.0259,-78.85409,Control_HEK293T
-44.274357,27.642948,Stomach
-71.838936,14.636979,Skin
-60.467094,-13.376518,Central Nervous System
-56.189064,-11.834943,Peripheral Nervous System
-40.1595,21.477118,Kidney
-43.370644,81.412766,Pancreas
-22.232008,30.397594,Lung
-38.5894,25.393082,Ovary
-68.41838,45.73734,Pancreas
-41.08203,86.132385,Pancreas
-59.48736,-8.468466,Lung
-93.741974,55.054745,Pancreas
133.95686,29.007635,Control_HEK293T
50.794884,-67.85778,Control_HEK293T
-65.481445,47.631657,Head and Neck
-26.245937,27.911913,Pancreas
-38.484417,6.2895083,Skin
-60.52865,44.97249,Esophagus
-45.138973,22.350693,Pancreas
-47.18925,77.14752,Esophagus
-42.6074,18.064844,Lung
-44.151638,13.947867,Lung
56.88025,-53.86977,Bone
-64.43648,44.098934,Stomach
-70.965385,41.630962,Breast
78.90467,-22.645193,Lung
143.01405,14.910186,Control_HEK293T
47.90066,-65.392365,Control_HEK293T
-42.932182,76.03471,Head and Neck
-26.174896,28.525135,Pancreas
-39.0638,6.0730524,Skin
-61.15882,44.475586,Esophagus
-80.029755,37.61568,Ovary
-45.225143,22.459986,Pancreas
-46.992264,77.73861,Esophagus
-43.14064,18.150406,Lung
-44.779846,13.854785,Lung
56.6292,-53.89076,Bone
-64.85953,44.360783,Stomach
-71.27264,42.05131,Breast
79.46624,-22.693102,Lung
158.09932,28.801529,Control_HEK293T
-42.636196,75.67508,Head and Neck
-51.453743,23.477596,Endometrium
-51.2233,23.570948,Endometrium
-26.19462,28.510303,Pancreas
-72.61163,45.529675,Vulva
-73.08201,45.353767,Vulva
8.159919,-109.35517,Haematopoietic and Lymphoid
8.14718,-109.32491,Haematopoietic and Lymphoid
-46.416298,-6.201253,Central Nervous System
-46.275314,-6.106398,Central Nervous System
-38.769855,5.829454,Skin
-61.100838,44.44553,Esophagus
-79.99373,37.611732,Ovary
-52.388996,19.620167,Lung
-52.370613,19.57551,Lung
-70.72485,38.157925,Pancreas
-70.693634,38.167183,Pancreas
-45.157387,22.468388,Pancreas
-46.89196,77.46106,Esophagus
-42.88065,17.890636,Lung
-44.56369,13.677902,Lung
56.63503,-53.90315,Bone
-53.414085,4.6473823,Kidney
-53.34218,4.6564455,Kidney
-71.55275,47.848274,Head and Neck
-71.55607,47.862026,Head and Neck
-84.358826,52.739807,Lung
-83.75865,52.655518,Lung
-64.85524,44.362923,Stomach
-71.42964,41.787407,Breast
-63.07735,40.44895,Pancreas
-63.469444,40.179737,Pancreas
-66.90078,41.928436,Pancreas
-67.463554,41.762196,Pancreas
-66.28507,38.828564,Pancreas
-66.64107,38.57968,Pancreas
-64.38948,36.187885,Pancreas
-64.47364,36.00465,Pancreas
79.278336,-23.134108,Lung
136.07541,22.855457,Control_HEK293T
133.32779,39.593544,Control_HEK293T
139.17361,47.393456,Control_HEK293T
51.785892,-72.48553,Control_HEK293T
45.031,-72.558395,Control_HEK293T
43.629524,-81.42086,Control_HEK293T
-80.60946,39.813465,Pancreas
-44.237415,27.646679,Stomach
-71.80566,14.636898,Skin
37.668747,-45.442986,Liver
-58.84808,-4.1376286,Bladder
-78.924484,45.080616,Head and Neck
-2.6592512,-32.807182,Skin
-60.463707,-13.378676,Central Nervous System
-39.809906,21.187569,Kidney
-43.352886,81.38682,Pancreas
-46.722317,10.2148485,Lung
-69.427536,35.03621,Pancreas
-38.751785,25.514336,Ovary
-68.39,45.420532,Pancreas
-74.45855,23.780678,Esophagus
1.4179822,31.859598,Lung
7.149281,-16.712234,Lung
39.018574,-38.962452,Soft Tissue
9.23771,-38.974567,Skin
-86.910545,33.88722,Soft Tissue
-41.09692,86.13122,Pancreas
-19.040194,-100.484344,Haematopoietic and Lymphoid
1.4825035,-33.195232,Skin
-59.50298,-8.4623995,Lung
-94.07409,54.996887,Pancreas
14.560037,65.52022,Large Intestine
123.93354,22.864357,Control_HEK293T
140.402,24.341984,Control_HEK293T
63.096813,-79.18881,Control_HEK293T
42.1757,-78.21592,Control_HEK293T
-80.60118,39.807804,Pancreas
-51.145103,23.913786,Endometrium
-51.22516,23.578688,Endometrium
-50.964123,23.265818,Endometrium
37.166065,-45.752995,Liver
37.467484,-45.815384,Liver
-58.843002,-4.102747,Bladder
-58.718426,-4.2276053,Bladder
-73.20977,45.55548,Vulva
-73.08098,45.35995,Vulva
-72.94437,45.168934,Vulva
8.604999,-109.658005,Haematopoietic and Lymphoid
8.075125,-109.34145,Haematopoietic and Lymphoid
8.294227,-108.95136,Haematopoietic and Lymphoid
-78.92213,45.054073,Head and Neck
-2.6418476,-32.796017,Skin
-2.8128734,-33.23296,Skin
-45.85601,-6.0519757,Central Nervous System
-46.25492,-6.1066246,Central Nervous System
-46.366013,-5.6731405,Central Nervous System
-51.91236,19.286272,Lung
-52.362915,19.58951,Lung
-52.731144,19.659143,Lung
-70.693726,38.16323,Pancreas
-70.69055,38.169846,Pancreas
-69.83794,38.161327,Pancreas
-69.41127,35.025932,Pancreas
-68.96902,35.167763,Pancreas
-53.76202,4.900022,Kidney
-53.267147,4.6680417,Kidney
-53.04541,5.3636403,Kidney
-71.42542,48.344112,Head and Neck
-71.55555,47.87052,Head and Neck
-70.958,47.794186,Head and Neck
-83.77197,52.12179,Lung
-83.7562,52.234627,Lung
-84.30663,52.008297,Lung
-74.334,23.688017,Esophagus
-74.34171,23.701382,Esophagus
1.4430486,31.84084,Lung
7.213333,-16.736473,Lung
7.0943184,-16.785835,Lung
-63.555855,40.275326,Pancreas
-63.456127,40.16881,Pancreas
-63.256866,39.81674,Pancreas
39.414074,-38.6291,Soft Tissue
39.51501,-38.804993,Soft Tissue
-67.42488,41.634174,Pancreas
-67.46504,41.745872,Pancreas
9.314614,-38.801434,Skin
9.142834,-38.65579,Skin
-86.99135,34.019947,Soft Tissue
-87.22384,34.40052,Soft Tissue
-18.66269,-99.95941,Haematopoietic and Lymphoid
-18.707602,-99.94591,Haematopoietic and Lymphoid
-66.65222,38.227036,Pancreas
-66.66792,38.57442,Pancreas
-66.77033,38.69143,Pancreas
1.6762838,-32.94432,Skin
1.6924087,-32.948868,Skin
-64.68695,35.835396,Pancreas
-64.481735,35.996975,Pancreas
-64.02161,35.678356,Pancreas
14.593943,65.575,Large Intestine
137.49602,26.365011,Control_HEK293T
132.06378,15.891568,Control_HEK293T
145.21416,18.354033,Control_HEK293T
127.90709,39.86283,Control_HEK293T
141.96646,36.503616,Control_HEK293T
30.297817,-68.159004,Control_HEK293T
45.559902,-78.85522,Control_HEK293T
59.77154,-77.679146,Control_HEK293T
39.466084,-80.34741,Control_HEK293T
42.458096,-75.49328,Control_HEK293T
-80.58549,39.80735,Pancreas
-51.221466,23.566555,Endometrium
37.2701,-45.760098,Liver
37.574665,-45.83729,Liver
-58.843357,-4.107826,Bladder
-58.906322,-4.286236,Bladder
-73.06453,45.359913,Vulva
8.144584,-109.31528,Haematopoietic and Lymphoid
-78.92195,45.080975,Head and Neck
-78.90518,45.086903,Head and Neck
-2.6557393,-32.786987,Skin
-46.274242,-6.1118054,Central Nervous System
-52.371822,19.577152,Lung
-70.79653,38.19506,Pancreas
-69.43865,35.04369,Pancreas
-69.42992,35.05063,Pancreas
-53.2648,4.626377,Kidney
-71.56094,47.856102,Head and Neck
-83.75277,52.260967,Lung
-74.31852,23.681879,Esophagus
-74.29585,23.716606,Esophagus
1.4435275,31.834639,Lung
1.3903414,31.886782,Lung
7.2009954,-16.740234,Lung
7.1992893,-16.737127,Lung
-63.44061,40.166985,Pancreas
39.49507,-38.67934,Soft Tissue
39.586735,-39.031586,Soft Tissue
-67.507256,41.72747,Pancreas
9.299388,-38.791004,Skin
9.325369,-38.80271,Skin
-86.95822,34.027657,Soft Tissue
-87.027115,33.861847,Soft Tissue
-18.697142,-99.92489,Haematopoietic and Lymphoid
-18.70794,-99.945,Haematopoietic and Lymphoid
-66.64288,38.577053,Pancreas
1.6916825,-32.962276,Skin
1.6840012,-32.99747,Skin
-64.468735,35.995026,Pancreas
14.59596,65.58773,Large Intestine
14.582002,65.51059,Large Intestine
149.84898,27.677837,Control_HEK293T
137.07378,29.724472,Control_HEK293T
135.53764,43.809917,Control_HEK293T
151.66211,17.948921,Control_HEK293T
64.15489,-75.6483,Control_HEK293T
45.556305,-75.76685,Control_HEK293T
44.35527,-69.46014,Control_HEK293T
-65.003265,76.28086,Lung
-45.144325,99.9136,Head and Neck
-9.855174,-138.99487,Haematopoietic and Lymphoid
-62.267193,91.29027,Liver
-38.27546,10.619556,Central Nervous System
-38.63948,101.46787,Ovary
-82.04257,70.126945,Pancreas
-66.54505,15.761799,Bone
-60.534847,21.730347,Lung
53.383183,-42.600327,Bone
-10.81037,-135.90535,Haematopoietic and Lymphoid
6.7080827,-130.74182,Haematopoietic and Lymphoid
-63.330723,18.288969,Endometrium
136.1141,22.94873,Control_HEK293T
36.026054,-70.23516,Control_HEK293T
-80.93857,39.930805,Pancreas
37.133293,-46.522278,Liver
-59.109097,-3.4244573,Bladder
-78.89503,45.6223,Head and Neck
-1.9774996,-32.452,Skin
-64.98088,76.21359,Lung
-45.151943,99.88818,Head and Neck
-9.869935,-138.98167,Haematopoietic and Lymphoid
-62.267464,91.27496,Liver
-69.26205,34.300774,Pancreas
-38.30147,10.567987,Central Nervous System
-38.646145,101.46556,Ovary
-73.74767,23.363943,Esophagus
2.0303333,32.223705,Lung
-82.04822,70.109085,Pancreas
-66.546875,15.757128,Bone
-60.561222,21.728643,Lung
7.9672756,-16.581017,Lung
40.359173,-38.563404,Soft Tissue
53.37666,-42.602116,Bone
9.948198,-38.75016,Skin
-87.69483,33.60118,Soft Tissue
39.4271,12.372289,Breast
-18.663593,-99.57714,Haematopoietic and Lymphoid
2.3812823,-33.102097,Skin
-10.826021,-135.88615,Haematopoietic and Lymphoid
6.6953106,-130.73277,Haematopoietic and Lymphoid
-63.33029,18.283232,Endometrium
15.251967,65.86356,Large Intestine
161.92062,33.473,Control_HEK293T
147.41266,42.8596,Control_HEK293T
32.87511,-76.44353,Control_HEK293T
57.05374,-80.46516,Control_HEK293T
-65.30251,76.21778,Lung
-64.68364,76.871574,Lung
-45.532253,99.9836,Head and Neck
-44.4905,100.13419,Head and Neck
-10.168481,-139.11012,Haematopoietic and Lymphoid
-9.072188,-139.13635,Haematopoietic and Lymphoid
1.6324825,91.11166,Cervix
1.3366681,91.25751,Cervix
